E-UTM [m],N-UTM [m],Rew [m/s2],Rns [m/s2],Rgh [m/s2],
       701173.200000,      4942551.000000,            0.043000,            0.076000,            0.057000,
       700923.700000,      4942982.000000,            0.038000,            0.065000,            0.050000,
       700674.600000,      4942551.000000,            0.046000,            0.058000,            0.051000,
       701422.800000,      4941256.000000,            0.005000,            0.011000,            0.008000,
       701173.400000,      4941687.000000,            0.038000,            0.101000,            0.062000,
       700924.300000,      4941256.000000,            0.004000,            0.010000,            0.006000,
       705612.600000,      4945987.000000,            0.037000,            0.050000,            0.043000,
       706044.100000,      4946235.000000,            0.039000,            0.050000,            0.044000,
       705612.900000,      4946484.000000,            0.029000,            0.054000,            0.039000,
       702170.500000,      4941687.000000,            0.049000,            0.103000,            0.071000,
       701921.100000,      4942119.000000,            0.043000,            0.096000,            0.064000,
       701672.000000,      4941687.000000,            0.049000,            0.087000,            0.065000,
       702669.000000,      4941687.000000,            0.047000,            0.077000,            0.060000,
       702419.600000,      4942119.000000,            0.055000,            0.055000,            0.055000,
       706475.500000,      4947480.000000,            0.051000,            0.055000,            0.053000,
       706044.200000,      4947231.000000,            0.061000,            0.059000,            0.060000,
       706475.500000,      4946982.000000,            0.053000,            0.040000,            0.046000,
       703167.600000,      4941687.000000,            0.044000,            0.047000,            0.045000,
       702918.200000,      4942119.000000,            0.059000,            0.079000,            0.068000,
       702918.400000,      4941256.000000,            0.007000,            0.015000,            0.010000,
       703417.000000,      4941256.000000,            0.008000,            0.015000,            0.011000,
       706475.500000,      4946484.000000,            0.039000,            0.043000,            0.041000,
       706475.400000,      4945986.000000,            0.040000,            0.047000,            0.043000,
       706906.700000,      4946732.000000,            0.020000,            0.018000,            0.019000,
       706906.700000,      4946235.000000,            0.017000,            0.024000,            0.020000,
       705604.900000,      4944493.000000,            0.051000,            0.072000,            0.061000,
       705165.500000,      4944246.000000,            0.040000,            0.055000,            0.047000,
       705595.700000,      4943995.000000,            0.040000,            0.056000,            0.047000,
       706906.700000,      4945737.000000,            0.020000,            0.028000,            0.024000,
       704663.000000,      4941687.000000,            0.058000,            0.073000,            0.065000,
       705162.700000,      4941687.000000,            0.057000,            0.078000,            0.067000,
       704917.200000,      4942115.000000,            0.031000,            0.059000,            0.043000,
       706906.700000,      4944741.000000,            0.017000,            0.024000,            0.020000,
