LON [dd], LAT [dd], Rgh [m/s2]
       11.6232551504,       44.9569154364,        0.1822370408,
       11.4915956835,       45.0509802616,        0.2145108292,
       11.4949265693,       45.0545087133,        0.2109146811,
       11.4979218941,       45.0508522000,        0.2113999418,
       11.5012519157,       45.0543808944,        0.2078967681,
       11.6138304628,       44.8667877571,        0.1985219240,
       11.6191818257,       44.8642631169,        0.1957313218,
       11.5075784850,       45.0542527122,        0.2049300972,
       11.5042467900,       45.0507238256,        0.2083440754,
       11.6234593579,       44.9613878357,        0.1812710019,
       11.6180996134,       44.9637430942,        0.1832628261,
       11.4220132611,       45.0523664441,        0.2524317718,
       11.6236636131,       44.9658448568,        0.1802839310,
       11.6183034685,       44.9681920163,        0.1822347293,
       11.5604770713,       45.0350704278,        0.1889900702,
       11.5574929073,       45.0387701933,        0.1889015603,
       11.5541593726,       45.0352033328,        0.1917741774,
       11.5638135452,       45.0386374603,        0.1861907795,
       11.5608285613,       45.0423343919,        0.1860849803,
       11.6187113216,       44.9770437475,        0.1801196596,
       11.6242766655,       44.9791236908,        0.1772062074,
       11.6189153197,       44.9814465683,        0.1790346991,
       11.6030276339,       44.9927514185,        0.1833499718,
       11.6028247907,       44.9883881918,        0.1845801490,
       11.6083919930,       44.9904501340,        0.1815364604,
       11.5734752676,       45.0420605385,        0.1808585626,
       11.5704882451,       45.0457468309,        0.1807604659,
       11.5671521397,       45.0422018324,        0.1834452953,
       11.6191193655,       44.9858340356,        0.1779327867,
       11.6246856062,       44.9878994497,        0.1750669290,
       11.6193234591,       44.9902061584,        0.1768149113,
       11.5768143123,       45.0456057368,        0.1782403671,
       11.5738226665,       45.0492892301,        0.1781284633,
       11.6195276004,       44.9945629467,        0.1756820521,
       11.6248897375,       44.9922555652,        0.1739761189,
       11.6197305220,       44.9989044399,        0.1745356976,
       11.6252989650,       45.0009393811,        0.1717480489,
       11.6199343487,       45.0032219226,        0.1733780934,
       11.5864785010,       45.0490154984,        0.1732603494,
       11.5834835488,       45.0526883605,        0.1731567191,
       11.5801482729,       45.0491567586,        0.1756713829,
       11.6201386331,       45.0075328109,        0.1722060485,
       11.6255036506,       45.0052583262,        0.1706148050,
       11.5645079142,       45.0530840173,        0.1804687652,
       11.5581817627,       45.0532152430,        0.1829962094,
       11.5611725811,       45.0495531270,        0.1831802604,
       11.6203429654,       45.0118284174,        0.1710228036,
       11.6257083841,       45.0095619815,        0.1694699570,
       11.6205473455,       45.0161087582,        0.1698292663,
       11.6259131655,       45.0138503627,        0.1683143879,
       11.5708327499,       45.0529524793,        0.1779871923,
       11.5771575386,       45.0528206026,        0.1755502477,
       11.6207517734,       45.0203738508,        0.1686263260,
       11.6261179948,       45.0181234863,        0.1671489647,
       11.5958291962,       45.0450790657,        0.1709754401,
       11.5987060019,       45.0412494451,        0.1710888561,
       11.6022694896,       45.0447832986,        0.1686412234,
       11.6211607727,       45.0288583671,        0.1661957007,
       11.6209562491,       45.0246237138,        0.1674148538,
       11.6265277973,       45.0266240346,        0.1647919372,
       11.5991816266,       45.0486725745,        0.1685726815,
       11.6055802474,       45.0485037615,        0.1662744504,
       11.6213712746,       45.0330692372,        0.1649698682,
       11.6267327705,       45.0308514988,        0.1636019782,
       11.6024587573,       45.0522896529,        0.1662330764,
       11.6087833086,       45.0521560809,        0.1640081945,
       11.6215602278,       45.0372907756,        0.1637387893,
       11.6271424489,       45.0392525030,        0.1612055583,
       11.6217216257,       45.0415816899,        0.1624884232,
       11.6120616414,       45.0483662538,        0.1639794100,
       11.6151090809,       45.0520221426,        0.1618230657,
       11.6273475660,       45.0434345329,        0.1599982145,
       11.6223754026,       45.0457457301,        0.1610917606,
       11.6124121962,       44.8329791592,        0.2001570329,
       11.6179636979,       44.8352832191,        0.1970869969,
       11.6277579442,       45.0517533012,        0.1575713174,
       11.6214335366,       45.0518878917,        0.1596778309,
       11.6234997606,       45.0491084336,        0.1597568273,
       11.5674982817,       45.0494213352,        0.1806308241,
       11.6090020109,       45.0034720862,        0.1778899834,
       11.6087986240,       44.9991467498,        0.1791190704,
       11.6143671246,       45.0011904987,        0.1762100796,
       11.5328804952,       45.0537366825,        0.1935724468,
       11.5265553792,       45.0538661903,        0.1963368292,
       11.5295484513,       45.0502068887,        0.1966511182,
       11.5485235766,       45.0498156392,        0.1884209384,
       11.5548481023,       45.0496845528,        0.1857765363,
       11.5518568330,       45.0533461039,        0.1855692351,
       11.6074662120,       44.8452768378,        0.2028814748,
       11.6072640369,       44.8404234101,        0.2030613598,
       11.4057140487,       45.0418547351,        0.2718813185,
       11.4027140089,       45.0455378485,        0.2706229155,
       11.3990689565,       45.0347117225,        0.2831294552,
       11.6120072866,       44.8231815054,        0.2002597039,
       11.6118053090,       44.8182701758,        0.2002495440,
       11.6173550699,       44.8205855718,        0.1972357958,
       11.6114006828,       44.8083831537,        0.2001062219,
       11.6169495547,       44.8107125657,        0.1971367323,
       11.6116029723,       44.8133340911,        0.2001983668,
       11.3861016975,       45.0276494128,        0.3000228052,
       11.3797776936,       45.0277741555,        0.3050437976,
       11.2988047655,       45.0583044853,        0.3293247200,
       11.2924767440,       45.0584215784,        0.3337047649,
       11.2954864580,       45.0547822912,        0.3371698795,
       11.6107940976,       44.7934415968,        0.1995855287,
       11.6163420436,       44.7958019338,        0.1966924954,
       11.6109962454,       44.7984368682,        0.1997995926,
       11.6105919969,       44.7884316262,        0.1993313368,
       11.6161394988,       44.7907989200,        0.1964661522,
       11.3364531610,       45.0504257933,        0.3126292129,
       11.3301275178,       45.0505455912,        0.3172133976,
       11.6101879370,       44.7783677536,        0.1987040039,
       11.6157345511,       44.7807489021,        0.1958978969,
       11.6103899433,       44.7834069976,        0.1990373627,
       11.2494418491,       44.5649696798,        0.2805398907,
       11.2557194105,       44.5648152630,        0.2776584904,
       11.2900969073,       44.5591077216,        0.2580904091,
       11.2868069041,       44.5543385314,        0.2560296847,
       11.2469802131,       45.0303141951,        0.4251595338,
       11.2499916049,       45.0265862261,        0.4305758805,
       11.2533038393,       45.0301966730,        0.4191622993,
       11.2409558573,       45.0377261249,        0.4141593555,
       11.2439680626,       45.0340218450,        0.4196963465,
       11.2472803784,       45.0376096425,        0.4087055135,
       11.2147661571,       44.5609640136,        0.2911156402,
       11.2177578812,       44.5560430114,        0.2852496458,
       11.2210435213,       44.5608117500,        0.2885222975,
       11.2084874940,       44.5611158685,        0.2936608832,
       11.2114809140,       44.5561953123,        0.2877181748,
       11.2280065510,       45.0306647591,        0.4429008536,
       11.2310192862,       45.0269383510,        0.4492195808,
       11.2343315688,       45.0305482381,        0.4370412977,
       11.2219807795,       45.0380735588,        0.4301738985,
       11.2249943285,       45.0343708314,        0.4365614008,
       11.2283054234,       45.0379580946,        0.4249058152,
       11.1959313080,       44.5614182304,        0.2985847551,
       11.1989256016,       44.5564986252,        0.2924997947,
       11.2022100504,       44.5612672538,        0.2961519662,
       11.1896537855,       44.5615687376,        0.3009530695,
       11.1926485157,       44.5566496068,        0.2948027170,
       11.2093301010,       45.0383034926,        0.4404397349,
       11.2123445456,       45.0346017950,        0.4474272609,
       11.2156548262,       45.0381887068,        0.4353568500,
       11.2891601125,       45.0548995476,        0.3417203530,
       11.2861499497,       45.0585383138,        0.3380835145,
       11.2828324559,       45.0550164922,        0.3462712672,
